ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
122575,Hayley Tullett (Parry-),F,31.0,165.0,55.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
51974,Im Mi-Gyeong,F,21.0,170.0,63.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Gold
31784,Pablo Enrique Alberto Eitel Schmidt,M,24.0,174.0,,Chile,CHI,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
34873,Rafael Fernndez de Henostrosa y Salabert,M,28.0,,,Spain,ESP,1924 Summer,1924,Summer,Paris,Polo,Polo Men's Polo,
82425,Yury Moshkin,M,,,,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Nordic Combined,Nordic Combined Men's Individual,
10828,Kiki Bertens,F,24.0,182.0,69.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
67098,Jenna Laukkanen,F,21.0,182.0,80.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
68324,Aleksandr Gennadyevich Legkov,M,26.0,177.0,65.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
14416,Charles Bozon,M,27.0,,,France,FRA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
116058,Steffen Skr Strseth,M,25.0,187.0,92.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,
46384,Saber Mohamed Saleh Hasan,M,25.0,170.0,68.0,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
95526,Roberts Plme,M,26.0,,,Latvia,LAT,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
102887,Stephen Bartonjo Rotich,M,18.0,165.0,63.0,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,
86775,Owen Liam Nolan,M,29.0,185.0,96.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
75272,Katalin Marosi-Aracama,F,20.0,178.0,64.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
69139,Ya'akov Levi,M,19.0,168.0,52.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,
43880,Finn Harry Gundersen,M,18.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,
101069,Reinhard Ritter,M,27.0,163.0,55.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
16233,Hans Ulrich Eduard Bhler,M,31.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
131646,Pierre Wouters,M,21.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Welterweight,
41506,Erika Gonzlez Haydee,F,20.0,,,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
51257,Hermann Ludwig Husslein,M,26.0,171.0,69.0,Thailand,THA,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
41245,Zsolt Gombos,M,32.0,182.0,130.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
83043,Axel Mller Aranda,M,22.0,183.0,96.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
15432,Bruno Broucqsault,M,45.0,170.0,69.0,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
72064,Edward Gustaw Adolf Luckhaus,M,25.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Triple Jump,
76602,Akemi Matsuno,F,20.0,148.0,35.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",
74372,Bertalan Mandzk,M,22.0,173.0,82.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,
60854,Judit Kiss,F,12.0,171.0,57.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
31145,Noureddine Dziri,M,21.0,157.0,60.0,Tunisia,TUN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Lightweight,
65860,Per Gunnar Lager,M,31.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Fours,
126005,"Henricus Coenradus Nicolaas ""Hein"" Vergeer",M,26.0,180.0,75.0,Netherlands,NED,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,000 metres",
101329,"Valerie Lois ""Val"" Roberts (-Beitzel)",F,22.0,157.0,61.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
15824,Francesco Bruno,M,26.0,170.0,65.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",
115935,Constance Lorraine Stubbs,F,26.0,160.0,55.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",
114931,Kay Arne Stenshjemmet,M,26.0,188.0,84.0,Norway,NOR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
60948,Antero Simo Tapani Kivel,M,24.0,181.0,82.5,Finland,FIN,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,
13907,Bchir Bouazzat,M,27.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,
2441,Jacky Alders,M,24.0,180.0,74.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
80758,Sergio Mocellini,M,31.0,184.0,84.0,Italy-2,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Two,
87324,Las Nunes de Oliveira,F,23.0,165.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",
127467,Ulvi Voog (-Indrikson),F,23.0,166.0,62.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,
104494,Yui Sakai,F,26.0,161.0,56.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
85188,"Cynthia Lee ""Cindy"" Nelson",F,24.0,168.0,64.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Slalom,
50501,Olena Eduardivna Hrushyna (-Honcharova-),F,27.0,168.0,52.0,Ukraine-1,UKR,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,
99209,Jean-Franois Ravelinghien,M,21.0,170.0,76.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",
28051,Piero D'Inzeo,M,53.0,174.0,64.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",
85034,Petr Nedvd,M,22.0,192.0,93.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
91620,Park Tae-Hwan,M,22.0,183.0,73.0,South Korea,KOR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Silver
12647,"Nadezhda ""Nadiya"" Bodrova (Korshunova-)",F,35.0,169.0,58.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,
48286,Willem Hesterman,M,22.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Featherweight,
104499,Jaroslav Sakala,M,22.0,178.0,64.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
17015,Hastings Bwalya,M,23.0,168.0,64.0,Zambia,ZAM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,
80798,Portia Modise,F,29.0,163.0,56.0,South Africa,RSA,2012 Summer,2012,Summer,London,Football,Football Women's Football,
82156,Tomomi Morita,M,19.0,169.0,68.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Backstroke,
85671,Valentin Ngbogo,M,23.0,,,Central African Republic,CAF,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,
82766,Franoise M'Pika,F,28.0,168.0,53.0,Congo (Brazzaville),CGO,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,
135472,Karl Zurflh,M,23.0,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Featherweight,
33807,Ajmal Faisal,M,21.0,160.0,52.0,Afghanistan,AFG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,
123254,Frank Ullrich,M,26.0,185.0,77.0,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,
7673,Nataliya Ivanovna Baranova (Masolkina-),F,30.0,172.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
67469,L'Empereur,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's Sprint,
30846,Ernesto Durn,M,16.0,173.0,63.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
122392,Mitsuo Tsukahara,M,20.0,167.0,66.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Gold
114723,"Marie-Luise ""Marlies"" Stegemann (-Burkat-)",F,17.0,159.0,54.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,
38556,Federico Garca,M,24.0,,,Chile,CHI,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
94579,Franck Piccard,M,23.0,182.0,70.0,France,FRA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Downhill,Bronze
16846,Alberto Busnari,M,29.0,172.0,70.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,
9389,Irina Camelia Begu,F,21.0,181.0,67.0,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,
112191,Barry David Smith,M,27.0,168.0,60.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",
40639,Georges Givel,M,,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Middleweight,
60742,Mariya Kirkova,F,24.0,165.0,59.0,Bulgaria,BUL,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,
119762,"Andrea Irmgard Thomas (Bersch-, -Wei)",F,29.0,176.0,62.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 200 metres,
99648,Jean Reich,M,32.0,175.0,,Switzerland,SUI,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Bronze
22496,Dario Alonzo Cologna,M,23.0,179.0,74.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
79235,Werner Meyer,M,22.0,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Bronze
104028,Simone Sabbioni,M,19.0,185.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
79974,Edwin Archer Mills,M,41.0,,100.0,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
35030,Miguel Ferrera Rodrguez,M,35.0,180.0,80.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,
44600,Gavin Hadden,M,44.0,188.0,77.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",
8817,Kurt Richard Bausback,M,28.0,195.0,90.0,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Pairs,
134234,"Nicolaas Leonard ""Ted"" Zegwaard",M,16.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,
110865,Stefania Svetoslavova Simova,F,29.0,172.0,86.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Discus Throw,
16612,Miles J. Burke,M,19.0,160.0,49.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Flyweight,Silver
55540,Nathan Johnstone,M,23.0,173.0,65.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,
117505,Ervin Szerelemhegyi,M,21.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
14282,William Law Bowman,M,30.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",
97752,Qi Hui,F,15.0,177.0,68.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
55047,"Alfred August ""Al"" Jochim",M,21.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
60034,Kim Jeong-Nam,M,21.0,170.0,58.0,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
35909,Jess Flores Alba,M,19.0,,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Men's Platform,
127815,Sonia Carol Waddell (Scown-),F,27.0,176.0,66.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Single Sculls,
4099,Ren Jean Louis Andrei,M,18.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Sculpturing,
132104,Xu Zangjun,M,24.0,175.0,65.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,
121389,Gbor Tth,M,27.0,180.0,92.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
42640,Michael Green,M,25.0,176.0,73.0,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
57164,Kaie Kand,F,24.0,175.0,62.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Heptathlon,
28854,Jean Bernard Djambou,M,25.0,172.0,69.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,
2998,Erik Albin Almlf,M,28.0,188.0,73.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze
71488,Theodoros Lorantos,M,21.0,185.0,82.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,
53387,Gert Jakobs,M,20.0,,,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,
8816,Holger Bauroth,M,27.0,184.0,74.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
84544,Diego Nargiso,M,22.0,188.0,81.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,
93000,Spas Kokov Penev,M,27.0,165.0,62.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
77223,Kayla McAlister,F,27.0,169.0,70.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
104012,Enrique U. Sabari Gaytn,M,31.0,172.0,91.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Middle-Heavyweight,
70424,Robert Lips,M,23.0,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",
6604,Kjell Hilding Bckman,M,25.0,,,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
85040,Edmond Neefs,M,,,,Univ. of Brussels,BEL,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Bronze
63663,Ivonne Kraft,F,34.0,186.0,63.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",
174,Ali Mohamed Badawi Abdel Fattah Badawi,M,19.0,,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
99471,Georges Redeuil,M,,,,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",
24913,Dai Xiaoxiang,M,21.0,178.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,
57845,Takehiro Kashima,M,24.0,168.0,62.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
28384,Lyudmila Dideleva,F,17.0,,,Belarus,BLR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
112134,Ivan Smilenov,M,25.0,,,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
31542,Ayano Egami,F,20.0,170.0,58.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
78372,Avraham Melamed,M,24.0,172.0,65.0,Israel,ISR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,
41944,Gustav Ludwig Goler,M,21.0,,,"Germania Ruder Club, Hamburg-2",GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
74392,Somaya Muttana Maneypandey,M,29.0,179.0,69.0,India,IND,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
8657,Anna Yevgenyevna Batyushko,F,18.0,164.0,69.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Lightweight,
130487,Norman L. Wilkinson,M,49.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",
131897,"Irene Karlijn ""Ireen"" Wst",F,27.0,168.0,65.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
61623,Knut Viktor Knutsson,M,38.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
74583,Ehab Moustafa Mansour,M,23.0,,,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
87927,Miguel ngel Ochoa Vaca,M,24.0,174.0,72.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,
36950,Eva Malin Ingegerd Fredin,F,21.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
132326,Tadashi Yamamoto,M,28.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,
54764,Jia Guihua,M,24.0,186.0,85.0,China,CHN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",
2659,Abdullah Ali,M,,175.0,80.0,Bahrain,BRN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
67112,Anna Rosalie Eleonora Laurell-Nash,F,36.0,184.0,75.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,
27985,Roger Dewasch,M,,,,France,FRA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
58825,Ralph Kern,M,21.0,171.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
105089,Anastasiya Valeryevna Samusevich-Prokopenko,F,22.0,163.0,57.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,
27915,Tams Deutsch,M,22.0,188.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
123724,Marcela Vchov,F,19.0,161.0,52.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
109289,Kathleen Sharkey,F,26.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
93202,Marcelo Antonio Pereira Rodrguez,M,21.0,181.0,70.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
18620,Jacob Frilund Carstensen,M,25.0,193.0,85.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,
125054,Adrien Louis Albert Vandelle,M,21.0,,,France,FRA,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
132001,Xian Dongmei,F,32.0,158.0,52.0,China,CHN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Gold
65485,Dorota Ewa Kwany (-Lejawa),F,19.0,175.0,60.0,Poland,POL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,
3111,Erich Altosaar,M,27.0,187.0,,Estonia,EST,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
51625,Emanuele Idini,M,25.0,186.0,83.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
36236,Michelle Jan Ford (-Eriksson),F,18.0,159.0,54.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
103975,Aino-Kaisa Saarinen,F,27.0,166.0,58.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
41033,Anne Goffin,F,35.0,160.0,57.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Air Pistol, 10 metres",
51166,Pablo Hurtado Castaeda,M,28.0,165.0,63.0,Colombia,COL,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",
135186,"Hubertus Balthazar ""Bart"" Zoet",M,21.0,176.0,77.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
13310,Albert Bonzano,M,,,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,
25405,Sbastien Darrigade,M,20.0,176.0,68.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,
107523,Hermann Schridde,M,31.0,178.0,62.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
52663,Mariya Leontyevna Itkina,F,24.0,166.0,62.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,
14967,Ardito Bresciani,M,24.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
867,"Christopher Thomas ""Chris"" Adcock",M,27.0,183.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
123715,Ladislav Vcha,M,25.0,,,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rings,Bronze
128829,Annemarie Waser,F,20.0,,,Switzerland,SUI,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,
77723,Ian McKerlich,M,23.0,200.0,94.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,
129993,Graham Ross White,M,21.0,183.0,79.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Freestyle,
108188,Lon Se,M,22.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",Bronze
85536,"Joseph Martin ""Joe"" Neville",M,28.0,175.0,70.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,
120112,Roberto Thostrup,M,25.0,182.0,82.0,Argentina,ARG,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
112460,"Albert ""Art"" Smoke",M,,148.0,,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,
22213,Jonathan Coeffic,M,23.0,190.0,91.0,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,
131855,Jerzy Wujecki,M,23.0,187.0,86.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,
19655,Jacky Chamoun,F,18.0,172.0,56.0,Lebanon,LIB,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,
112769,Mehdi Sohrabi,M,22.0,170.0,69.0,Iran,IRI,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Points Race,
85291,Sergey Vasilyevich Nemtsanov,M,21.0,168.0,56.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Platform,
10509,Adolf Bergman,M,33.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
46104,Antonio Haro Oliva,M,25.0,173.0,,Mexico,MEX,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Individual",
122726,Lyudmila Ivanovna Turishcheva (-Borzova),F,19.0,160.0,52.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
41526,Gustavo Oscar Gonzlez,M,19.0,178.0,65.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
